publication_number,title,url,code,number_of_cited_by
US-4816397-A,Multichain polypeptides or proteins and processes for their production,https://patents.google.com/patent/US4816397A,A61P7/00,2956
US-5445934-A,Array of oligonucleotides on a solid substrate,https://patents.google.com/patent/US5445934A,B01J2219/00711,2955
US-8608045-B2,Powered surgical cutting and stapling apparatus with manually retractable firing system,https://patents.google.com/patent/US8608045B2,G16Z99/00,2948
US-5601224-A,Surgical instrument,https://patents.google.com/patent/US5601224A,A61B2017/2903,2937
US-7147138-B2,Surgical stapling instrument having an electroactive polymer actuated buttress deployment mechanism,https://patents.google.com/patent/US7147138B2,A61B17/115,2935
US-5779130-A,Self-contained powered surgical apparatus,https://patents.google.com/patent/US5779130A,A61B2017/2905,2934
US-5744305-A,Arrays of materials attached to a substrate,https://patents.google.com/patent/US5744305A,B01J2219/00617,2924
US-6737056-B1,Polypeptide variants with altered effector function,https://patents.google.com/patent/US6737056B1,C07K2317/52,2915
US-5040715-B1,Apparatus and method for placing staples in laparoscopic or endoscopic procedures,https://patents.google.com/patent/US5040715B1,A61B17/07207,2913
US-5040715-A,Apparatus and method for placing staples in laparoscopic or endoscopic procedures,https://patents.google.com/patent/US5040715A,A61B17/07207,2913
US-4665906-A,Medical devices incorporating sim alloy elements,https://patents.google.com/patent/US4665906A,A61F2002/30092,2906
US-4429695-A,Surgical instruments,https://patents.google.com/patent/US4429695A,A61B17/07207,2903
US-5878193-A,Automated endoscope system for optimal positioning,https://patents.google.com/patent/US5878193A,A61B34/70,2901
US-6331181-B1,"Surgical robotic tools, data architecture, and use",https://patents.google.com/patent/US6331181B1,Y10T74/20311,2900
US-6045560-A,Surgical stapling apparatus with biocompatible surgical fabric,https://patents.google.com/patent/US6045560A,A61B2017/00004,2898
US-5673841-A,Surgical instrument,https://patents.google.com/patent/US5673841A,A61B2017/0725,2892
US-2006097991-A1,Multipoint touchscreen,https://patents.google.com/patent/US20060097991A1,G06F2203/04104,2890
US-5960411-A,Method and system for placing a purchase order via a communications network,https://patents.google.com/patent/US5960411A,G06Q30/0633,2890
US-5467911-A,Surgical device for stapling and fastening body tissues,https://patents.google.com/patent/US5467911A,A61B17/1155,2887
US-8308040-B2,Surgical stapling instrument with an articulatable end effector,https://patents.google.com/patent/US8308040B2,A61B2017/07214,2887
US-6226618-B1,Electronic content delivery system,https://patents.google.com/patent/US6226618B1,H04L67/52,2886
US-2014263541-A1,Articulatable surgical instrument comprising an articulation lock,https://patents.google.com/patent/US20140263541A1,A61B2017/00123,2877
US-5529235-A,Identification device for surgical instrument,https://patents.google.com/patent/US5529235A,A61B2017/00482,2871
US-5580859-A,Delivery of exogenous DNA sequences in a mammal,https://patents.google.com/patent/US5580859A,C07K14/005,2869
US-6264086-B1,Surgical apparatus and method,https://patents.google.com/patent/US6264086B1,A61B2017/00287,2851
US-6231565-B1,Robotic arm DLUs for performing surgical tasks,https://patents.google.com/patent/US6231565B1,A61B17/0469,2850
US-6075181-A,Human antibodies derived from immunized xenomice,https://patents.google.com/patent/US6075181A,C07K16/1282,2850
US-5954259-A,Self-contained powered surgical apparatus for applying surgical fasteners,https://patents.google.com/patent/US5954259A,A61B2017/2905,2848
US-6109500-A,Lockout mechanism for a surgical stapler,https://patents.google.com/patent/US6109500A,A61B17/07207,2848
US-5673840-A,Surgical instrument,https://patents.google.com/patent/US5673840A,A61B2017/2943,2847
US-5810811-A,Electrosurgical hemostatic device,https://patents.google.com/patent/US5810811A,A61B2018/00601,2842
US-5395033-A,Endoscopic surgical instrument with electromagnetic sensor,https://patents.google.com/patent/US5395033A,A61B2017/07214,2841
US-8220688-B2,Motor-driven surgical cutting instrument with electric actuator directional control assembly,https://patents.google.com/patent/US8220688B2,H01H13/18,2839
US-6516227-B1,Rechargeable spinal cord stimulator system,https://patents.google.com/patent/US6516227B1,A61N1/37252,2834
US-4658085-A,"Hybridization using cytoplasmic male sterility, cytoplasmic herbicide tolerance, and herbicide tolerance from nuclear genes",https://patents.google.com/patent/US4658085A,Y10S47/01,2833
US-3996345-A,Fluorescence quenching with immunological pairs in immunoassays,https://patents.google.com/patent/US3996345A,G01N33/582,2829
US-5833695-A,Surgical stapling system and method of applying staples from multiple staple cartridges,https://patents.google.com/patent/US5833695A,A61B2017/07214,2828
US-2007135803-A1,Methods and apparatus for performing transluminal and other procedures,https://patents.google.com/patent/US20070135803A1,A61B5/418,2825
US-4633874-A,Surgical stapling instrument with jaw latching mechanism and disposable staple cartridge,https://patents.google.com/patent/US4633874A,A61B17/07207,2821
US-7044352-B2,Surgical stapling instrument having a single lockout mechanism for prevention of firing,https://patents.google.com/patent/US7044352B2,A61B2090/0814,2819
US-5855601-A,Artificial heart valve and method and device for implanting the same,https://patents.google.com/patent/US5855601A,A61B17/320758,2818
US-6602252-B2,"Combined dissecting, cauterizing, and stapling device",https://patents.google.com/patent/US6602252B2,A61B17/068,2817
US-5662662-A,Surgical instrument and method,https://patents.google.com/patent/US5662662A,A61B2017/2923,2811
US-5497933-A,Apparatus and method for applying surgical staples to attach an object to body tissue,https://patents.google.com/patent/US5497933A,A61B17/0686,2810
US-5797537-A,Articulated surgical instrument with improved firing mechanism,https://patents.google.com/patent/US5797537A,A61B17/07207,2809
US-5496312-A,Impedance and temperature generator control,https://patents.google.com/patent/US5496312A,A61B18/1206,2805
US-5531744-A,Alternative current pathways for bipolar surgical cutting tool,https://patents.google.com/patent/US5531744A,A61B18/1445,2802
US-5820009-A,Articulated surgical instrument with improved jaw closure mechanism,https://patents.google.com/patent/US5820009A,A61B2017/2933,2801
US-6905057-B2,Surgical stapling instrument incorporating a firing mechanism having a linked rack transmission,https://patents.google.com/patent/US6905057B2,A61B17/2909,2798
WO-9949504-A1,Projection exposure method and system,https://patents.google.com/patent/WO1999049504A1,G03F7/2002,2798
US-6325810-B1,Foam buttress for stapling apparatus,https://patents.google.com/patent/US6325810B1,A61B2017/00004,2796
US-4235871-A,Method of encapsulating biologically active materials in lipid vesicles,https://patents.google.com/patent/US4235871A,A61K9/127,2795
US-5782396-A,Surgical stapler,https://patents.google.com/patent/US5782396A,A61B17/07207,2794
US-5542594-A,Surgical stapling apparatus with biocompatible surgical fabric,https://patents.google.com/patent/US5542594A,A61B2017/07214,2794
US-5415334-A,Surgical stapler and staple cartridge,https://patents.google.com/patent/US5415334A,A61B17/07207,2789
JP-2007096055-A,Semiconductor device and manufacturing method of semiconductor device,https://patents.google.com/patent/JP2007096055A,,2789
US-5709680-A,Electrosurgical hemostatic device,https://patents.google.com/patent/US5709680A,A61B2090/032,2783
US-3490675-A,Instrument for placing lateral gastrointestinal anastomoses,https://patents.google.com/patent/US3490675A,A61B2017/07285,2783
US-6698643-B2,Expanding parallel jaw device for use with an electromechanical driver device,https://patents.google.com/patent/US6698643B2,A61B17/1155,2779
US-5285945-A,Surgical anastomosis stapling instrument,https://patents.google.com/patent/US5285945A,A61B2017/07257,2777
US-6352503-B1,Endoscopic surgery apparatus,https://patents.google.com/patent/US6352503B1,A61B2017/2927,2777
US-5742905-A,Personal communications internetworking,https://patents.google.com/patent/US5742905A,H04L65/765,2769
US-5915616-A,Surgical fastener applying apparatus,https://patents.google.com/patent/US5915616A,A61B2017/0725,2765
EP-1737044-A1,Amorphous oxide and thin film transistor,https://patents.google.com/patent/EP1737044A1,H01L29/78696,2753
US-5485947-A,Linear stapling mechanism with cutting means,https://patents.google.com/patent/US5485947A,A61B2017/2948,2752
US-6364888-B1,Alignment of master and slave in a minimally invasive surgical apparatus,https://patents.google.com/patent/US6364888B1,H04N23/555,2751
US-5667517-A,Endoscopic surgical system with sensing means,https://patents.google.com/patent/US5667517A,A61B2017/32113,2750
US-5487499-A,Surgical apparatus for applying surgical fasteners including a counter,https://patents.google.com/patent/US5487499A,A61B17/07207,2744
US-6150584-A,Human antibodies derived from immunized xenomice,https://patents.google.com/patent/US6150584A,C07K16/2854,2741
US-4723129-A,Bubble jet recording method and apparatus in which a heating element generates bubbles in a liquid flow path to project droplets,https://patents.google.com/patent/US4723129A,B41J2/04593,2741
US-6570557-B1,Multi-touch system and method for emulating modifier keys via fingertip chords,https://patents.google.com/patent/US6570557B1,G06F2203/04808,2737
US-5411552-A,Valve prothesis for implantation in the body and a catheter for implanting such valve prothesis,https://patents.google.com/patent/US5411552A,Y10T137/788,2735
US-6843403-B2,"Surgical clamping, cutting and stapling device",https://patents.google.com/patent/US6843403B2,A61B2017/0725,2734
US-5794210-A,Attention brokerage,https://patents.google.com/patent/US5794210A,G06Q30/0247,2734
US-7055731-B2,Surgical stapling instrument incorporating a tapered firing bar for increased flexibility around the articulation joint,https://patents.google.com/patent/US7055731B2,A61B2017/2902,2731
US-4458066-A,Process for preparing polynucleotides,https://patents.google.com/patent/US4458066A,B01J2219/005,2729
US-4892244-B1,,https://patents.google.com/patent/US4892244B1,A61B2090/0814,2729
US-4892244-A,Surgical stapler cartridge lockout device,https://patents.google.com/patent/US4892244A,A61B2090/0814,2729
US-5395030-A,Surgical device for stapling and fastening body tissues,https://patents.google.com/patent/US5395030A,A61B90/30,2725
US-7464846-B2,Surgical instrument having a removable battery,https://patents.google.com/patent/US7464846B2,A61B2090/0811,2724
US-5626587-A,Method for operating a surgical instrument,https://patents.google.com/patent/US5626587A,A61B2017/2927,2724
US-7246734-B2,Rotary hydraulic pump actuated multi-stroke surgical instrument,https://patents.google.com/patent/US7246734B2,A61B17/07207,2719
US-8561870-B2,Surgical stapling instrument,https://patents.google.com/patent/US8561870B2,A61B2017/00367,2719
US-6964363-B2,Surgical stapling instrument having articulation joint support plates for supporting a firing bar,https://patents.google.com/patent/US6964363B2,A61B2017/2943,2718
US-5695504-A,Devices and methods for performing a vascular anastomosis,https://patents.google.com/patent/US5695504A,A61B17/068,2717
US-5782397-A,Stapling device,https://patents.google.com/patent/US5782397A,A61B2017/2929,2712
US-5397324-A,Surgical stapler instrument and method for vascular hemostasis,https://patents.google.com/patent/US5397324A,A61B17/07207,2711
US-7416101-B2,Motor-driven surgical cutting and fastening instrument with loading force feedback,https://patents.google.com/patent/US7416101B2,A61B17/02,2711
EP-0404097-A2,"Bispecific and oligospecific, mono- and oligovalent receptors, production and applications thereof",https://patents.google.com/patent/EP0404097A2,C07K16/3007,2709
